Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value,LandArea,Areaname,Density
2012,SOUTH CAROLINA,45,CENTRAL,50,RICHLAND,79,227,757.07,"Richland, SC",0.299840173
2007,SOUTH CAROLINA,45,CENTRAL,50,RICHLAND,79,52,757.07,"Richland, SC",0.068685855
2012,SOUTH CAROLINA,45,WEST CENTRAL,40,SALUDA,81,102,452.78,"Saluda, SC",0.225274968
2007,SOUTH CAROLINA,45,WEST CENTRAL,40,SALUDA,81,297,452.78,"Saluda, SC",0.655947701
2002,SOUTH CAROLINA,45,WEST CENTRAL,40,SALUDA,81,9,452.78,"Saluda, SC",0.019877203
2012,SOUTH CAROLINA,45,NORTHWEST,10,SPARTANBURG,83,189,807.93,"Spartanburg, SC",0.233931157
2007,SOUTH CAROLINA,45,NORTHWEST,10,SPARTANBURG,83,127,807.93,"Spartanburg, SC",0.157191836
2002,SOUTH CAROLINA,45,NORTHWEST,10,SPARTANBURG,83,87,807.93,"Spartanburg, SC",0.107682596
2002,SOUTH CAROLINA,45,CENTRAL,50,SUMTER,85,228,665.07,"Sumter, SC",0.342821056
2012,SOUTH CAROLINA,45,NORTHWEST,10,UNION,87,81,514.17,"Union, SC",0.157535445
2007,SOUTH CAROLINA,45,NORTHWEST,10,UNION,87,15,514.17,"Union, SC",0.029173231
2012,SOUTH CAROLINA,45,EASTERN,30,WILLIAMSBURG,89,24,934.16,"Williamsburg, SC",0.02569153
2007,SOUTH CAROLINA,45,EASTERN,30,WILLIAMSBURG,89,12,934.16,"Williamsburg, SC",0.012845765
2012,SOUTH CAROLINA,45,NORTH CENTRAL,20,YORK,91,213,680.6,"York, SC",0.312959154
2007,SOUTH CAROLINA,45,NORTH CENTRAL,20,YORK,91,140,680.6,"York, SC",0.205700852
2002,SOUTH CAROLINA,45,NORTH CENTRAL,20,YORK,91,112,680.6,"York, SC",0.164560682
2012,SOUTH DAKOTA,46,CENTRAL,50,BEADLE,5,10458,1258.71,"Beadle, SD",8.308506328
2007,SOUTH DAKOTA,46,CENTRAL,50,BEADLE,5,3241,1258.71,"Beadle, SD",2.574858387
2002,SOUTH DAKOTA,46,CENTRAL,50,BEADLE,5,3962,1258.71,"Beadle, SD",3.147667056
2012,SOUTH DAKOTA,46,NORTHWEST,10,BUTTE,19,1340,2249.9,"Butte, SD",0.595582026
2007,SOUTH DAKOTA,46,NORTHWEST,10,BUTTE,19,1952,2249.9,"Butte, SD",0.867594115
2002,SOUTH DAKOTA,46,NORTHWEST,10,BUTTE,19,1742,2249.9,"Butte, SD",0.774256634
2012,SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,9125,1097.49,"Charles Mix, SD",8.314426555
2007,SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,11432,1097.49,"Charles Mix, SD",10.41649582
2007,SOUTH DAKOTA,46,SOUTHWEST,70,CUSTER,33,102,1557,"Custer, SD",0.065510597
2012,SOUTH DAKOTA,46,NORTHEAST,30,DEUEL,39,6554,622.69,"Deuel, SD",10.52530151
2007,SOUTH DAKOTA,46,NORTHEAST,30,DEUEL,39,4366,622.69,"Deuel, SD",7.011514558
2012,SOUTH DAKOTA,46,SOUTH CENTRAL,80,GREGORY,53,6805,1014.96,"Gregory, SD",6.704697722
2007,SOUTH DAKOTA,46,SOUTH CENTRAL,80,GREGORY,53,5302,1014.96,"Gregory, SD",5.223851186
2002,SOUTH DAKOTA,46,SOUTH CENTRAL,80,GREGORY,53,7187,1014.96,"Gregory, SD",7.081067234
2012,SOUTH DAKOTA,46,NORTHEAST,30,HAMLIN,57,7512,507.23,"Hamlin, SD",14.80984958
2007,SOUTH DAKOTA,46,CENTRAL,50,HAND,59,10300,1436.61,"Hand, SD",7.169656344
2002,SOUTH DAKOTA,46,EAST CENTRAL,60,HANSON,61,415,434.51,"Hanson, SD",0.955098847
2007,SOUTH DAKOTA,46,SOUTH CENTRAL,80,JONES,75,264,969.68,"Jones, SD",0.272254764
2012,SOUTH DAKOTA,46,EAST CENTRAL,60,KINGSBURY,77,2765,832.24,"Kingsbury, SD",3.322358935
2007,SOUTH DAKOTA,46,EAST CENTRAL,60,KINGSBURY,77,6707,832.24,"Kingsbury, SD",8.058973373
2002,SOUTH DAKOTA,46,EAST CENTRAL,60,KINGSBURY,77,4300,832.24,"Kingsbury, SD",5.166778814
2012,SOUTH DAKOTA,46,WEST CENTRAL,40,LAWRENCE,81,806,800.04,"Lawrence, SD",1.007449628
2002,SOUTH DAKOTA,46,SOUTH CENTRAL,80,MELLETTE,95,3,1307.31,"Mellette, SD",0.002294789
2007,SOUTH DAKOTA,46,EAST CENTRAL,60,MINNEHAHA,99,2100,807.15,"Minnehaha, SD",2.601746887
2002,SOUTH DAKOTA,46,EAST CENTRAL,60,MINNEHAHA,99,12714,807.15,"Minnehaha, SD",15.75171901
2012,SOUTH DAKOTA,46,EAST CENTRAL,60,MOODY,101,40,519.39,"Moody, SD",0.07701342
2012,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TODD,121,10,1388.56,"Todd, SD",0.007201705
2012,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,8632,1612.45,"Tripp, SD",5.35334429
2007,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,12832,1612.45,"Tripp, SD",7.958076219
2002,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,14270,1612.45,"Tripp, SD",8.849886818
2012,SOUTH DAKOTA,46,NORTH CENTRAL,20,WALWORTH,129,8271,708.63,"Walworth, SD",11.67181745
2007,SOUTH DAKOTA,46,NORTH CENTRAL,20,WALWORTH,129,20470,708.63,"Walworth, SD",28.88672509
2012,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,6153,521.16,"Yankton, SD",11.80635505
2007,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,2190,521.16,"Yankton, SD",4.202164402
2002,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,41,521.16,"Yankton, SD",0.078670658
2012,TENNESSEE,47,EAST TENNESSEE,60,ANDERSON,1,298,337.16,"Anderson, TN",0.883853363
2007,TENNESSEE,47,EAST TENNESSEE,60,ANDERSON,1,185,337.16,"Anderson, TN",0.548700914
2002,TENNESSEE,47,EAST TENNESSEE,60,ANDERSON,1,271,337.16,"Anderson, TN",0.80377269
2012,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,287,473.64,"Bedford, TN",0.605945444
2007,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,298,473.64,"Bedford, TN",0.629169834
2002,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,446,473.64,"Bedford, TN",0.941643442
2012,TENNESSEE,47,WEST TENNESSEE,20,BENTON,5,148,394.14,"Benton, TN",0.375501091
2007,TENNESSEE,47,WEST TENNESSEE,20,BENTON,5,13,394.14,"Benton, TN",0.032983204
2002,TENNESSEE,47,WEST TENNESSEE,20,BENTON,5,67,394.14,"Benton, TN",0.169990359
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,7,406.43,"Bledsoe, TN",0.017223138
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,28,406.43,"Bledsoe, TN",0.068892552
2012,TENNESSEE,47,EAST TENNESSEE,60,BLOUNT,9,559,558.71,"Blount, TN",1.000519053
2007,TENNESSEE,47,EAST TENNESSEE,60,BLOUNT,9,418,558.71,"Blount, TN",0.748151993
2002,TENNESSEE,47,EAST TENNESSEE,60,BLOUNT,9,399,558.71,"Blount, TN",0.714145084
2012,TENNESSEE,47,EAST TENNESSEE,60,BRADLEY,11,153,328.76,"Bradley, TN",0.465385083
2007,TENNESSEE,47,EAST TENNESSEE,60,BRADLEY,11,167,328.76,"Bradley, TN",0.507969339
2002,TENNESSEE,47,EAST TENNESSEE,60,BRADLEY,11,246,328.76,"Bradley, TN",0.748266212
2012,TENNESSEE,47,EAST TENNESSEE,60,CAMPBELL,13,99,480.19,"Campbell, TN",0.206168392
2007,TENNESSEE,47,EAST TENNESSEE,60,CAMPBELL,13,92,480.19,"Campbell, TN",0.191590829
2002,TENNESSEE,47,EAST TENNESSEE,60,CAMPBELL,13,59,480.19,"Campbell, TN",0.122868031
2012,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,112,265.64,"Cannon, TN",0.42162325
2007,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,108,265.64,"Cannon, TN",0.406565276
2002,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,22,265.64,"Cannon, TN",0.082818853
2012,TENNESSEE,47,WEST TENNESSEE,20,CARROLL,17,91,599.25,"Carroll, TN",0.151856487
2007,TENNESSEE,47,WEST TENNESSEE,20,CARROLL,17,32,599.25,"Carroll, TN",0.053400083
2002,TENNESSEE,47,WEST TENNESSEE,20,CARROLL,17,20,599.25,"Carroll, TN",0.033375052
2012,TENNESSEE,47,EAST TENNESSEE,60,CARTER,19,62,341.2,"Carter, TN",0.181711606
2007,TENNESSEE,47,EAST TENNESSEE,60,CARTER,19,110,341.2,"Carter, TN",0.322391559
2002,TENNESSEE,47,EAST TENNESSEE,60,CARTER,19,21,341.2,"Carter, TN",0.061547479
2012,TENNESSEE,47,WESTERN RIM,30,CHEATHAM,21,29,302.44,"Cheatham, TN",0.095886787
2002,TENNESSEE,47,WESTERN RIM,30,CHEATHAM,21,50,302.44,"Cheatham, TN",0.165322047
2012,TENNESSEE,47,WEST TENNESSEE,20,CHESTER,23,8,285.74,"Chester, TN",0.02799748
2012,TENNESSEE,47,EAST TENNESSEE,60,CLAIBORNE,25,165,434.58,"Claiborne, TN",0.379676929
2007,TENNESSEE,47,EAST TENNESSEE,60,CLAIBORNE,25,86,434.58,"Claiborne, TN",0.197892218
2002,TENNESSEE,47,EAST TENNESSEE,60,CLAIBORNE,25,133,434.58,"Claiborne, TN",0.306042616
2012,TENNESSEE,47,CENTRAL BASIN,40,CLAY,27,13,236.54,"Clay, TN",0.054958992
2012,TENNESSEE,47,EAST TENNESSEE,60,COCKE,29,1105,434.57,"Cocke, TN",2.542743402
2007,TENNESSEE,47,EAST TENNESSEE,60,COCKE,29,981,434.57,"Cocke, TN",2.25740387
2002,TENNESSEE,47,EAST TENNESSEE,60,COCKE,29,706,434.57,"Cocke, TN",1.624594427
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,202,428.96,"Coffee, TN",0.470906378
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,111,428.96,"Coffee, TN",0.258765386
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,127,428.96,"Coffee, TN",0.296064901
2012,TENNESSEE,47,WEST TENNESSEE,20,CROCKETT,33,18,265.54,"Crockett, TN",0.067786398
2002,TENNESSEE,47,WEST TENNESSEE,20,CROCKETT,33,101,265.54,"Crockett, TN",0.380357008
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,35,170,681.03,"Cumberland, TN",0.249621896
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,35,242,681.03,"Cumberland, TN",0.355344111
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,35,321,681.03,"Cumberland, TN",0.471344875
2012,TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,37,282,504.03,"Davidson, TN",0.559490507
2007,TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,37,282,504.03,"Davidson, TN",0.559490507
2002,TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,37,224,504.03,"Davidson, TN",0.444417991
2012,TENNESSEE,47,WEST TENNESSEE,20,DECATUR,39,67,333.85,"Decatur, TN",0.200688932
2007,TENNESSEE,47,WEST TENNESSEE,20,DECATUR,39,52,333.85,"Decatur, TN",0.155758574
2002,TENNESSEE,47,WEST TENNESSEE,20,DECATUR,39,42,333.85,"Decatur, TN",0.125805002
2012,TENNESSEE,47,CENTRAL BASIN,40,DE KALB,41,119,304.35,"DeKalb, TN",0.390997207
2007,TENNESSEE,47,CENTRAL BASIN,40,DE KALB,41,49,304.35,"DeKalb, TN",0.16099885
2012,TENNESSEE,47,WESTERN RIM,30,DICKSON,43,120,489.9,"Dickson, TN",0.244947949
2007,TENNESSEE,47,WESTERN RIM,30,DICKSON,43,106,489.9,"Dickson, TN",0.216370688
2002,TENNESSEE,47,WESTERN RIM,30,DICKSON,43,18,489.9,"Dickson, TN",0.036742192
2012,TENNESSEE,47,DELTA,10,DYER,45,249,512.33,"Dyer, TN",0.486014873
2002,TENNESSEE,47,DELTA,10,DYER,45,327,512.33,"Dyer, TN",0.638260496
2012,TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,47,164,704.79,"Fayette, TN",0.232693426
2007,TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,47,83,704.79,"Fayette, TN",0.117765576
2002,TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,47,5,704.79,"Fayette, TN",0.007094312
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,165,498.61,"Fentress, TN",0.330919957
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,200,498.61,"Fentress, TN",0.4011151
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,7,498.61,"Fentress, TN",0.014039028
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,175,554.54,"Franklin, TN",0.315576875
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,70,554.54,"Franklin, TN",0.12623075
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,40,554.54,"Franklin, TN",0.072131857
2012,TENNESSEE,47,WEST TENNESSEE,20,GIBSON,53,61,602.74,"Gibson, TN",0.101204499
2007,TENNESSEE,47,WEST TENNESSEE,20,GIBSON,53,122,602.74,"Gibson, TN",0.202408999
2012,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,194,610.93,"Giles, TN",0.317548655
2007,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,79,610.93,"Giles, TN",0.12931105
2002,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,209,610.93,"Giles, TN",0.342101386
2012,TENNESSEE,47,EAST TENNESSEE,60,GRAINGER,57,155,280.6,"Grainger, TN",0.552387741
2007,TENNESSEE,47,EAST TENNESSEE,60,GRAINGER,57,127,280.6,"Grainger, TN",0.452601568
2002,TENNESSEE,47,EAST TENNESSEE,60,GRAINGER,57,92,280.6,"Grainger, TN",0.327868852
2012,TENNESSEE,47,EAST TENNESSEE,60,GREENE,59,311,622.17,"Greene, TN",0.499863381
2007,TENNESSEE,47,EAST TENNESSEE,60,GREENE,59,328,622.17,"Greene, TN",0.527187103
2002,TENNESSEE,47,EAST TENNESSEE,60,GREENE,59,108,622.17,"Greene, TN",0.173585997
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,61,50,360.53,"Grundy, TN",0.138684714
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,61,15,360.53,"Grundy, TN",0.041605414
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,61,24,360.53,"Grundy, TN",0.066568663
2012,TENNESSEE,47,EAST TENNESSEE,60,HAMBLEN,63,124,161.18,"Hamblen, TN",0.769326219
2007,TENNESSEE,47,EAST TENNESSEE,60,HAMBLEN,63,119,161.18,"Hamblen, TN",0.738305001
2002,TENNESSEE,47,EAST TENNESSEE,60,HAMBLEN,63,380,161.18,"Hamblen, TN",2.357612607
2012,TENNESSEE,47,EAST TENNESSEE,60,HAMILTON,65,376,542.43,"Hamilton, TN",0.693177
2007,TENNESSEE,47,EAST TENNESSEE,60,HAMILTON,65,419,542.43,"Hamilton, TN",0.772449901
2002,TENNESSEE,47,EAST TENNESSEE,60,HAMILTON,65,724,542.43,"Hamilton, TN",1.334734436
2012,TENNESSEE,47,EAST TENNESSEE,60,HANCOCK,67,49,222.34,"Hancock, TN",0.220383197
2007,TENNESSEE,47,EAST TENNESSEE,60,HANCOCK,67,40,222.34,"Hancock, TN",0.179904651
2002,TENNESSEE,47,EAST TENNESSEE,60,HANCOCK,67,38,222.34,"Hancock, TN",0.170909418
2012,TENNESSEE,47,WEST TENNESSEE,20,HARDEMAN,69,19,667.77,"Hardeman, TN",0.02845291
2007,TENNESSEE,47,WEST TENNESSEE,20,HARDEMAN,69,14,667.77,"Hardeman, TN",0.020965302
2002,TENNESSEE,47,WEST TENNESSEE,20,HARDEMAN,69,30,667.77,"Hardeman, TN",0.044925648
2002,TENNESSEE,47,WEST TENNESSEE,20,HARDIN,71,258,577.32,"Hardin, TN",0.446892538
2012,TENNESSEE,47,EAST TENNESSEE,60,HAWKINS,73,160,486.98,"Hawkins, TN",0.328555587
2007,TENNESSEE,47,EAST TENNESSEE,60,HAWKINS,73,159,486.98,"Hawkins, TN",0.326502115
2002,TENNESSEE,47,EAST TENNESSEE,60,HAWKINS,73,150,486.98,"Hawkins, TN",0.308020863
2012,TENNESSEE,47,WEST TENNESSEE,20,HENDERSON,77,53,520.07,"Henderson, TN",0.101909358
2007,TENNESSEE,47,WEST TENNESSEE,20,HENDERSON,77,27,520.07,"Henderson, TN",0.051916088
2002,TENNESSEE,47,WEST TENNESSEE,20,HENDERSON,77,44,520.07,"Henderson, TN",0.084603996
2012,TENNESSEE,47,WEST TENNESSEE,20,HENRY,79,67,562.1,"Henry, TN",0.119195873
2007,TENNESSEE,47,WEST TENNESSEE,20,HENRY,79,81,562.1,"Henry, TN",0.144102473
2012,TENNESSEE,47,WESTERN RIM,30,HICKMAN,81,184,612.5,"Hickman, TN",0.300408163
2007,TENNESSEE,47,WESTERN RIM,30,HICKMAN,81,22,612.5,"Hickman, TN",0.035918367
2002,TENNESSEE,47,WESTERN RIM,30,HICKMAN,81,38,612.5,"Hickman, TN",0.062040816
2012,TENNESSEE,47,WESTERN RIM,30,HOUSTON,83,55,200.29,"Houston, TN",0.274601827
2007,TENNESSEE,47,WESTERN RIM,30,HOUSTON,83,34,200.29,"Houston, TN",0.169753857
2012,TENNESSEE,47,WESTERN RIM,30,HUMPHREYS,85,44,530.98,"Humphreys, TN",0.082865645
2007,TENNESSEE,47,WESTERN RIM,30,HUMPHREYS,85,15,530.98,"Humphreys, TN",0.028249652
2012,TENNESSEE,47,CENTRAL BASIN,40,JACKSON,87,123,308.32,"Jackson, TN",0.39893617
2007,TENNESSEE,47,CENTRAL BASIN,40,JACKSON,87,51,308.32,"Jackson, TN",0.165412558
2012,TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,89,199,274.08,"Jefferson, TN",0.726065382
2007,TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,89,157,274.08,"Jefferson, TN",0.572825452
2002,TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,89,59,274.08,"Jefferson, TN",0.215265616
2012,TENNESSEE,47,EAST TENNESSEE,60,JOHNSON,91,230,298.48,"Johnson, TN",0.770570893
2007,TENNESSEE,47,EAST TENNESSEE,60,JOHNSON,91,37,298.48,"Johnson, TN",0.123961404
2002,TENNESSEE,47,EAST TENNESSEE,60,JOHNSON,91,83,298.48,"Johnson, TN",0.278075583
2012,TENNESSEE,47,EAST TENNESSEE,60,KNOX,93,748,508.22,"Knox, TN",1.47180355
2007,TENNESSEE,47,EAST TENNESSEE,60,KNOX,93,390,508.22,"Knox, TN",0.767384204
2002,TENNESSEE,47,EAST TENNESSEE,60,KNOX,93,728,508.22,"Knox, TN",1.432450514
2012,TENNESSEE,47,DELTA,10,LAUDERDALE,97,6,471.99,"Lauderdale, TN",0.012712134
2012,TENNESSEE,47,WESTERN RIM,30,LAWRENCE,99,214,617.13,"Lawrence, TN",0.346766484
2007,TENNESSEE,47,WESTERN RIM,30,LAWRENCE,99,637,617.13,"Lawrence, TN",1.03219743
2002,TENNESSEE,47,WESTERN RIM,30,LAWRENCE,99,346,617.13,"Lawrence, TN",0.560659829
2012,TENNESSEE,47,WESTERN RIM,30,LEWIS,101,57,282.09,"Lewis, TN",0.202063171
2007,TENNESSEE,47,WESTERN RIM,30,LEWIS,101,24,282.09,"Lewis, TN",0.08507923
2002,TENNESSEE,47,WESTERN RIM,30,LEWIS,101,51,282.09,"Lewis, TN",0.180793364
2012,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,407,570.34,"Lincoln, TN",0.713609426
2007,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,451,570.34,"Lincoln, TN",0.790756391
2002,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,915,570.34,"Lincoln, TN",1.604306203
2012,TENNESSEE,47,EAST TENNESSEE,60,LOUDON,105,238,229.22,"Loudon, TN",1.038303813
2007,TENNESSEE,47,EAST TENNESSEE,60,LOUDON,105,634,229.22,"Loudon, TN",2.765901754
2002,TENNESSEE,47,EAST TENNESSEE,60,LOUDON,105,69,229.22,"Loudon, TN",0.301020853
2012,TENNESSEE,47,EAST TENNESSEE,60,MCMINN,107,246,430.13,"McMinn, TN",0.571920117
2007,TENNESSEE,47,EAST TENNESSEE,60,MCMINN,107,308,430.13,"McMinn, TN",0.716062586
2002,TENNESSEE,47,EAST TENNESSEE,60,MCMINN,107,394,430.13,"McMinn, TN",0.916002139
2012,TENNESSEE,47,WEST TENNESSEE,20,MCNAIRY,109,341,562.86,"McNairy, TN",0.605834488
2007,TENNESSEE,47,WEST TENNESSEE,20,MCNAIRY,109,145,562.86,"McNairy, TN",0.257612906
2012,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,61,307.14,"Macon, TN",0.198606499
2007,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,10,307.14,"Macon, TN",0.032558442
2002,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,49,307.14,"Macon, TN",0.159536368
2012,TENNESSEE,47,WEST TENNESSEE,20,MADISON,113,56,557.12,"Madison, TN",0.100516944
2007,TENNESSEE,47,WEST TENNESSEE,20,MADISON,113,257,557.12,"Madison, TN",0.461300976
2002,TENNESSEE,47,WEST TENNESSEE,20,MADISON,113,72,557.12,"Madison, TN",0.129236071
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,MARION,115,40,498.16,"Marion, TN",0.080295487
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,MARION,115,20,498.16,"Marion, TN",0.040147744
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,MARION,115,12,498.16,"Marion, TN",0.024088646
2012,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,155,375.46,"Marshall, TN",0.412826932
2007,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,61,375.46,"Marshall, TN",0.162467373
2002,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,67,375.46,"Marshall, TN",0.178447771
2012,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,269,613.14,"Maury, TN",0.43872525
2007,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,220,613.14,"Maury, TN",0.358808755
2002,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,109,613.14,"Maury, TN",0.177773429
2012,TENNESSEE,47,EAST TENNESSEE,60,MEIGS,121,59,195.12,"Meigs, TN",0.302378024
2007,TENNESSEE,47,EAST TENNESSEE,60,MEIGS,121,51,195.12,"Meigs, TN",0.261377614
2002,TENNESSEE,47,EAST TENNESSEE,60,MEIGS,121,22,195.12,"Meigs, TN",0.112751128
2012,TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,170,635.57,"Monroe, TN",0.267476438
2007,TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,241,635.57,"Monroe, TN",0.379187186
2002,TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,288,635.57,"Monroe, TN",0.453136555
2012,TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,73,539.18,"Montgomery, TN",0.135390779
2007,TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,45,539.18,"Montgomery, TN",0.083460069
2002,TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,25,539.18,"Montgomery, TN",0.046366705
2012,TENNESSEE,47,CENTRAL BASIN,40,MOORE,127,95,129.22,"Moore, TN",0.735180313
2007,TENNESSEE,47,CENTRAL BASIN,40,MOORE,127,17,129.22,"Moore, TN",0.131558582
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,MORGAN,129,72,522.18,"Morgan, TN",0.137883488
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,MORGAN,129,32,522.18,"Morgan, TN",0.06128155
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,MORGAN,129,8,522.18,"Morgan, TN",0.015320388
2012,TENNESSEE,47,DELTA,10,OBION,131,10,544.73,"Obion, TN",0.018357719
2007,TENNESSEE,47,DELTA,10,OBION,131,13,544.73,"Obion, TN",0.023865034
2002,TENNESSEE,47,DELTA,10,OBION,131,258,544.73,"Obion, TN",0.473629137
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,OVERTON,133,165,433.48,"Overton, TN",0.380640399
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,OVERTON,133,147,433.48,"Overton, TN",0.339115992
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,OVERTON,133,96,433.48,"Overton, TN",0.221463505
2012,TENNESSEE,47,WESTERN RIM,30,PERRY,135,8,414.73,"Perry, TN",0.019289658
2007,TENNESSEE,47,WESTERN RIM,30,PERRY,135,8,414.73,"Perry, TN",0.019289658
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,PICKETT,137,14,162.98,"Pickett, TN",0.08590011
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,PICKETT,137,6,162.98,"Pickett, TN",0.036814333
2012,TENNESSEE,47,EAST TENNESSEE,60,POLK,139,152,434.68,"Polk, TN",0.349682525
2007,TENNESSEE,47,EAST TENNESSEE,60,POLK,139,84,434.68,"Polk, TN",0.193245606
2002,TENNESSEE,47,EAST TENNESSEE,60,POLK,139,14,434.68,"Polk, TN",0.032207601
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,PUTNAM,141,186,401.1,"Putnam, TN",0.463724757
2007,TENNESSEE,47,CUMBERLAND PLATEAU,50,PUTNAM,141,69,401.1,"Putnam, TN",0.172026926
2002,TENNESSEE,47,CUMBERLAND PLATEAU,50,PUTNAM,141,53,401.1,"Putnam, TN",0.132136624
2012,TENNESSEE,47,EAST TENNESSEE,60,RHEA,143,83,315.38,"Rhea, TN",0.263174583
2002,TENNESSEE,47,EAST TENNESSEE,60,RHEA,143,19,315.38,"Rhea, TN",0.060244784
2012,TENNESSEE,47,EAST TENNESSEE,60,ROANE,145,102,360.71,"Roane, TN",0.282775637
2007,TENNESSEE,47,EAST TENNESSEE,60,ROANE,145,142,360.71,"Roane, TN",0.393668044
2002,TENNESSEE,47,EAST TENNESSEE,60,ROANE,145,366,360.71,"Roane, TN",1.014665521
2012,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,104,476.29,"Robertson, TN",0.218354364
2007,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,66,476.29,"Robertson, TN",0.138571039
2002,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,40,476.29,"Robertson, TN",0.083982448
2012,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,262,619.36,"Rutherford, TN",0.423017308
2007,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,147,619.36,"Rutherford, TN",0.237341772
2002,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,202,619.36,"Rutherford, TN",0.326143115
2012,TENNESSEE,47,CUMBERLAND PLATEAU,50,SCOTT,151,38,532.3,"Scott, TN",0.071388315
